date,geography_modeled,scenario_name,cases_median,cases_lower,cases_upper,cases_new_median,cases_new_lower,cases_new_upper,deaths_median,deaths_lower,deaths_upper,deaths_det_median,deaths_det_lower,deaths_det_upper,hosp_bed_median,hosp_bed_lower,hosp_bed_upper,icu_median,icu_lower,icu_upper,vent_median,vent_lower,vent_upper,recovered_median,recovered_lower,recovered_upper,rt_median,rt_lower,rt_upper
2020-07-03,covidregion_1,baseline,996,227.25,2903,98,21.25,259.75,1,0,5,1,0,4,22,3,72,8,1,27.25,5.28,0.66,16.5,18511,5034.25,46022.5,1.0145671383875,0.961144300174481,1.06899553408657
2020-07-04,covidregion_1,baseline,1005,217.5,2893.75,97,19,271.25,1,0,5,1,0,5,22,3.75,68,8,1,28,4.62,0.66,17.16,18624,5063.75,46272,1.01362858557052,0.961407981849221,1.069187136104
2020-07-05,covidregion_1,baseline,998,217.5,2878.25,98,21,270,1,0,5,1,0,5,22,3.75,67,8,1,27.5,4.62,0.66,16.665,18737,5090.75,46525.25,1.01371090072752,0.962106589922506,1.06858326054366
2020-07-06,covidregion_1,baseline,1005,214.5,2899.5,99,16.75,272.5,1,0,5,1,0,5,23,3.75,66,8,1,28,4.62,0.66,16.5,18862,5119.75,46774.75,1.01571825334675,0.963955879455924,1.0695095377567
2020-07-07,covidregion_1,baseline,1011,216.5,2903.75,98,20,271.25,1,0,5,1,0,4,22,3,66.25,8,1,26,4.62,0.66,15.345,18981,5152.5,47014.5,1.01719527091699,0.966290008080549,1.07272665171119
2020-07-08,covidregion_1,baseline,1017,209.5,2888.5,97,19.5,266.25,1,0,4,1,0,4,22,3.75,66,8,1,26,4.62,0.495,15.18,19083,5179.75,47263.25,1.0199305908513,0.968307912415547,1.07372424773787
2020-07-09,covidregion_1,baseline,1030,212,2905,98,21,280.25,1,0,5.25,1,0,5,22,3,70.25,7,1,24.25,4.62,0,14.685,19184,5208.75,47507.25,1.02134421809243,0.968802328755889,1.07491818654774
2020-07-10,covidregion_1,baseline,1024,212,2926,98,21,272.5,1,0,5,1,0,5,22,3,69.25,8,1,26,4.62,0,15.84,19265,5243.5,47767,1.01885480564239,0.966893916155296,1.07307222607537
2020-07-11,covidregion_1,baseline,1024,215,2938.75,100,19,272.5,1,0,4,1,0,4,22,4,66.75,8,1,26,4.62,0,15.84,19330,5276.75,48016.75,1.01629237971055,0.963394672172524,1.0710447660985
2020-07-12,covidregion_1,baseline,1025,214.25,2963,101,20,273,1,0,4,1,0,4,22,3,67.5,8,1,27,4.62,0,15.345,19417,5304,48259,1.01695805025886,0.965340027240713,1.07009307841296
2020-07-13,covidregion_1,baseline,1029,210.25,2946,102,20,290,1,0,5,1,0,4,22,3,69.25,8,0.75,25,4.62,0,15.18,19512,5341.25,48507.5,1.01834844927955,0.967610944894559,1.07170496955548
2020-07-14,covidregion_1,baseline,1046,211,2970.5,99,19.75,282.75,1,0,4,1,0,4,22,3,69.75,8,0.75,25,4.62,0,15.18,19594,5369.5,48771.25,1.01888692909447,0.966442813477748,1.07247346282507
2020-07-15,covidregion_1,baseline,1047,213,3007.75,100,18,292.25,1,0,5,1,0,4.25,22,3,71.25,7,1,23.25,4.62,0,14.52,19661,5390.5,49033.75,1.01807542204649,0.967207060524482,1.07149982211248
2020-07-16,covidregion_1,baseline,1048,214.5,3043.75,101,18.75,280.25,1,0,5,1,0,4,23,3,73.25,7,1,25,4.62,0,15.84,19744,5416.5,49286.75,1.01723954806463,0.9661461949792,1.07129404972139
2020-07-17,covidregion_1,baseline,1056,208.25,3052.25,102,18,291.5,1,0,4,1,0,4,22,3,72.5,7,1,24,4.62,0,15.18,19813,5440.5,49508,1.01829182952603,0.967679651942065,1.07135850639492
2020-07-18,covidregion_1,baseline,1053,212,3070.75,100,20.75,285.75,1,0,4,1,0,4,22,3,70,8,1,25,4.62,0,15.18,19891,5472.75,49712.75,1.01720929549825,0.966729359221127,1.07085429831674
2020-07-19,covidregion_1,baseline,1062,207.75,3068.75,102,18.75,281.25,1,0,4,1,0,4,22,3,69.5,7,0,25.25,4.62,0,14.685,19998,5503.25,49907.25,1.01888498402469,0.967160117323131,1.07123912767077
2020-07-20,covidregion_1,baseline,1049,204.5,3095.5,103,21,285.25,1,0,5,1,0,4,23,3,70.5,7,1,26,4.62,0,14.685,20094,5533.25,50121,1.018342358809,0.967138252222396,1.07165676802399
2020-07-21,covidregion_1,baseline,1064,207,3103.5,103,17,283.75,1,0,5,1,0,4,23,3,73,8,0,24.25,3.96,0,14.685,20240,5561.25,50342.75,1.01700211829722,0.967371940929529,1.06955067323087
2020-07-22,covidregion_1,baseline,1066,202.75,3109,103,19.75,282.5,1,0,4,1,0,4,22,3,75,7,0,24,4.62,0,14.025,20369,5592.75,50561.25,1.01522847579429,0.964175470209963,1.0685095586357
2020-07-23,covidregion_1,baseline,1067,205.75,3147.25,105,19.75,289,1,0,4.25,1,0,4,23,3,76.25,7,0,25,4.62,0,14.685,20519,5624.25,50844.25,1.01464052995407,0.963835089204924,1.06725955357183
2020-07-24,covidregion_1,baseline,1071,207,3147.75,105,21,290,1,0,4,1,0,4,22,2.75,75.25,7,0,25.25,4.62,0,15.84,20673,5653.5,51098.5,1.01656091239945,0.965760586030586,1.06964035134499
2020-07-25,covidregion_1,baseline,1089,208.25,3150.75,107,19.75,285.25,1,0,4.25,1,0,4,23,3,77.5,7,0.75,26,3.96,0,15.18,20786,5679.25,51359.75,1.01760396121223,0.966771891727872,1.06929351057883
2020-07-26,covidregion_1,baseline,1089,212.5,3161.5,104,19.75,287,1,0,5,1,0,4,24,3,75.75,7,0,26.25,3.96,0,15.84,20901,5704.5,51606.75,1.01869273506996,0.967823019648098,1.07123024817791
2020-07-27,covidregion_1,baseline,1091,202.5,3186.25,104,19,296.5,1,0,4,1,0,4,23,3,76,7,0,25,3.96,0,15.18,21001,5743,51869.75,1.01756505100626,0.967649700200169,1.06969026964929
2020-07-28,covidregion_1,baseline,1095,200.75,3201.25,106,16.75,303.25,1,0,5,1,0,5,24,3,77.25,7,1,25,3.96,0,14.52,21085,5774,52158.75,1.01648351390555,0.967123006042048,1.06929942251132
2020-07-29,covidregion_1,baseline,1115,201.5,3219.5,108,18.75,300.5,1,0,5,1,0,4,23,3,73.25,7,1,25,3.96,0.66,15.18,21210,5805.75,52426.25,1.01810111778626,0.967711246317529,1.07137780571708
2020-07-30,covidregion_1,baseline,1116,202.75,3239.75,107,19,308,1,0,4.25,1,0,4,24,3,76,7,1,26,3.96,0.66,15.18,21319,5844.25,52630.5,1.01904192762606,0.969295066647749,1.06987608656367
2020-07-31,covidregion_1,baseline,1120,200.75,3232.75,105,17.75,300,1,0,4,1,0,4,24,3,73.25,7,1,26,4.62,0.66,15.84,21424,5885.5,52813.5,1.02012400806362,0.970160644166823,1.07231157095582
2020-08-01,covidregion_1,baseline,1119,206,3222.5,106,21,294.25,1,0,4,1,0,4,24,3,76,8,1,26,4.62,0.66,15.18,21539,5923,53016.5,1.02114348411324,0.971084220901024,1.07249624743427
2020-08-02,covidregion_1,baseline,1129,205.5,3229.25,109,18.75,302.25,1,0,5,1,0,5,24,3,78,7,0,25.25,4.62,0,14.52,21666,5952.25,53195,1.01871942084428,0.967513204617247,1.07125329803893
2020-08-03,covidregion_1,baseline,1126,201,3227.25,107,20,297.5,1,0,4,1,0,4,24,3,79.5,7,1,26,4.62,0,15.345,21762,5992.5,53381,1.01914305311772,0.96909647037149,1.07138895035077
2020-08-04,covidregion_1,baseline,1128,203.5,3286.25,111,19,306,1,0,4,1,0,4,24,3,81,7,0,25.25,4.62,0,15.84,21828,6029.5,53601.5,1.01621646824808,0.965688366512218,1.06973503592012
2020-08-05,covidregion_1,baseline,1130,200.5,3274.5,108,18,309.25,1,0,4,1,0,4,24,3,79.5,7,0,26.25,4.62,0,15.84,21933,6060,53868.75,1.01689304930096,0.967813006615371,1.06778502644105
2020-08-06,covidregion_1,baseline,1129,201.5,3307.75,109,18,317,1,0,4,1,0,4,24,3.75,79.25,7,1,25,4.62,0,15.345,22035,6093.25,54138,1.01596992125402,0.965669265279246,1.06637835225
2020-08-07,covidregion_1,baseline,1136,206.5,3329.5,108,20,309.25,1,0,4.25,1,0,4,24,3,76.25,7,1,26,4.62,0.66,15.84,22161,6133.5,54412.5,1.01232089297341,0.963787039146195,1.06380082231561
2020-08-08,covidregion_1,baseline,1145,208,3322.75,112,19.75,309,1,0,5,1,0,5,24,3.75,78,7,1,26.25,4.62,0,15.84,22266,6169.5,54679,1.01242012872581,0.963107119848779,1.06273961540903
2020-08-09,covidregion_1,baseline,1146,207.25,3378.5,112,18,302.5,1,0,5,1,0,5,25,4,77.25,8,0,25.5,4.62,0,15.18,22382,6197.5,54929,1.01259198340585,0.963678601297861,1.06301062133908
2020-08-10,covidregion_1,baseline,1150,212.5,3397.75,110,16.75,318.5,1,0,5,1,0,5,25,3.75,78.5,7,0,25.25,4.62,0,14.025,22503,6219.25,55186,1.01563371308715,0.966520747590182,1.06716782733388
2020-08-11,covidregion_1,baseline,1154,205,3445.5,113,21.5,322,1,0,4,1,0,4,25,3,80.75,8,0.75,25.25,4.62,0,15.18,22610,6242,55473,1.0205887060788,0.971569689614249,1.07106024041187
2020-08-12,covidregion_1,baseline,1154,211,3484.75,111,21,309.25,1,0,5,1,0,4.25,25,3,79.5,7,0.75,26,4.62,0,15.84,22699,6263.5,55838.5,1.02464191511242,0.97570023225927,1.07613176443176
2020-08-13,covidregion_1,baseline,1162,207.75,3470,112,19.75,316.75,1,0,5,1,0,5,26,3,80.5,8,1,25,4.62,0,15.345,22793,6284,56174,1.03006253543471,0.979588723301004,1.08082144308972
2020-08-14,covidregion_1,baseline,1169,213.5,3513.25,113,19.75,318.5,1,0,4.25,1,0,4,25,3,86.5,8,1,27,4.62,0,15.84,22886,6306.5,56537.25,1.03490094140788,0.985043080719207,1.08617125531805
2020-08-15,covidregion_1,baseline,1183,209.5,3521,114,19.75,320.5,1,0,4.25,1,0,4,26,3,87.75,7,1,26,4.62,0,15.84,23011,6331.5,56896,1.03844503930041,0.987940949440861,1.09079514321109
2020-08-16,covidregion_1,baseline,1187,207.75,3528.75,116,21,326.5,1,0,5,1,0,4.25,25,3,87.75,7,1,26,4.62,0,15.18,23155,6357.25,57254.25,1.04566856150363,0.994760093454687,1.09755481696081
2020-08-17,covidregion_1,baseline,1189,212.25,3528,114,19,313.25,1,0,5,1,0,4,26,3,89.25,7,1,27,4.62,0,15.84,23291,6380.75,57594,1.05063569193849,0.997520902893861,1.10362831095956
2020-08-18,covidregion_1,baseline,1202,213,3535.5,114,20,323.25,1,0,5,1,0,5,26,3,89,7,0,27,4.62,0,16.665,23414,6396.75,57934.25,1.0567174578202,1.00526561698565,1.11121832193343
2020-08-19,covidregion_1,baseline,1194,213.5,3570.25,115,19,329.75,1,0,5,1,0,4,26,3,87.25,8,1,28,4.62,0,17.16,23508,6412.5,58273.5,1.06196602225561,1.00927724067168,1.11737047685487
2020-08-20,covidregion_1,baseline,1197,212.75,3558.25,112,19.75,329.75,1,0,4,1,0,4,26,3,85.25,8,1,28,4.62,0.495,16.665,23617,6423.5,58642,1.06445534349244,1.01145317673312,1.1216404902412
2020-08-21,covidregion_1,baseline,1195,211,3575.5,116,20,331.5,1,0,5,1,0,4,26,3,85,8,1,28.25,4.62,0,16.5,23699,6437.25,58998.5,1.07056490101575,1.01570157724595,1.12730315423939
2020-08-22,covidregion_1,baseline,1206,211.75,3601.75,115,19,335.25,1,0,4.25,1,0,4,26,4,84.25,8,1,28.25,4.62,0.66,17.16,23800,6454.75,59385.25,1.07163438229018,1.01653344538175,1.13091446708257
2020-08-23,covidregion_1,baseline,1209,214.5,3597,113,20.25,329.25,1,0,5,1,0,5,26,3,80,8,1,28.25,4.62,0,17.49,23916,6464.75,59748.75,1.07431878374762,1.01897154858011,1.13180486363247
2020-08-24,covidregion_1,baseline,1224,208.75,3614.5,116,20.75,330.25,1,0,5,1,0,5,27,3,81.25,8,0,29,4.62,0,17.325,24058,6475.75,60117.25,1.0758477486373,1.019719569005,1.13615849050586
2020-08-25,covidregion_1,baseline,1230,215.5,3642.25,118,19.75,340.75,1,0,5,1,0,4.25,27,3,83,8,0,29.5,4.62,0,17.325,24181,6488.25,60491,1.07634794039854,1.02115543825073,1.13665601545136
2020-08-26,covidregion_1,baseline,1234,218,3690.5,120,21.75,344.25,1,0,5,1,0,5,27,3,83,8,1,30,4.62,0,17.16,24330,6508,60849.25,1.0768237720579,1.02120484559592,1.13609819368163
2020-08-27,covidregion_1,baseline,1242,215,3729,123,18,349.25,1,0,4,1,0,4,27,3.75,87.25,8,0,29,4.62,0,17.82,24433,6528.5,61196.5,1.07454343544728,1.01929468024207,1.13503963625818
2020-08-28,covidregion_1,baseline,1252,205.5,3783.5,125,20,361,1,0,5,1,0,4,28,3,86.25,8,0.75,27.25,4.62,0,17.16,24531,6550.5,61568.75,1.07071562241453,1.01717535801541,1.13015179272685
2020-08-29,covidregion_1,baseline,1258,206,3828,129,21,379.25,1,0,4.25,1,0,4,27,3,86.25,9,0,28,5.28,0,17.16,24657,6572,61936.5,1.07122650045289,1.01702852601742,1.13096337766621
2020-08-30,covidregion_1,baseline,1272,204,3863.5,132,19.75,369.25,1,0,5,1,0,4.25,26,3,87,8,0,29,5.28,0,17.16,24810,6600,62306.25,1.06560095216189,1.01223944097398,1.12470205320277
2020-08-31,covidregion_1,baseline,1279,207.25,3900.5,129,18,384.75,1,0,4,1,0,4,26,3,87,8,0,29,4.62,0,17.82,24983,6617.5,62705.5,1.06273469792305,1.00970915561343,1.12017479872352
2020-09-01,covidregion_1,baseline,1301,217.25,3948.5,137,23.5,384.25,1,0,5,1,0,5,27,3,89.25,8,0.75,29.25,4.62,0,17.325,25049,6637.75,63053.25,1.06276449895665,1.01129943057807,1.11791727842617
2020-09-02,covidregion_1,baseline,1321,210.75,4020.25,137,22.75,399.5,1,0,5,1,0,5,28,2,88.25,8,1,28.5,5.28,0,17.985,25135,6655.5,63399.5,1.06906757402063,1.01853186073974,1.1251853733702
2020-09-03,covidregion_1,baseline,1341,211.25,4080.75,138,22,394,1,0,6,1,0,5,28,3,89.25,9,1,28.25,4.62,0,17.16,25253,6679,63707,1.08391519665629,1.03376373360857,1.13994791304684
2020-09-04,covidregion_1,baseline,1361,208.75,4144,143,20,409.75,1,0,5,1,0,5,29,3,89,8,1,28,4.62,0,17.82,25311,6700.75,64025.75,1.10064775121741,1.04779320829347,1.15471536143821
2020-09-05,covidregion_1,baseline,1380,216,4200,140,22.75,416.5,1,0,5,1,0,4.25,29,3.75,90.25,9,0.75,30,5.28,0,18.48,25408,6723.25,64355,1.11963894735995,1.06281097425423,1.17683588645128
2020-09-06,covidregion_1,baseline,1392,216.75,4246.75,145,23,419.25,1,0,5,1,0,5,29,3,90.25,9,0,29,5.28,0,17.82,25525,6747,64692,1.13668314019186,1.07417793218529,1.19934255760767
2020-09-07,covidregion_1,baseline,1413,215.25,4331,143,23.5,423,1,0,6,1,0,5,30,3.75,94.75,9,1,30.75,5.28,0.495,19.305,25583,6779,64994.25,1.15168985442539,1.08315280508693,1.22181209507882
2020-09-08,covidregion_1,baseline,1430,222.5,4395.75,150,21.5,425,1,0,5,1,0,4.25,30,3,97.25,9,1,30.25,5.28,0,18.645,25640,6813.25,65359.5,1.16472878601159,1.0899953504148,1.24392009178081
2020-09-09,covidregion_1,baseline,1454,226,4465.5,151,23.75,436.25,1,0,5,1,0,5,30,3.75,96.75,8,0,32.25,5.28,0,19.965,25716,6854.75,65770.75,1.17424907434036,1.095394618078,1.25981743740506
2020-09-10,covidregion_1,baseline,1482,230.5,4510.5,154,22,455.5,1,0,6,1,0,5,31,3,99,8,0,29.25,5.28,0,18.645,25874,6900.25,66163,1.18187334073061,1.0999584488854,1.27713217010723
2020-09-11,covidregion_1,baseline,1510,228.5,4602.75,157,23,468.25,1,0,5.25,1,0,5,31,3,101.25,9,0,29,5.28,0,17.82,26022,6934.25,66553,1.19281517542055,1.10795224543003,1.29237048500161
2020-09-12,covidregion_1,baseline,1531,229,4676.5,157,23.75,462.5,1,0,5,1,0,5,31,3.75,99.25,9,0,30,5.28,0,17.985,26162,6975.5,66974.25,1.20321719130186,1.11485020123703,1.30595946822374
2020-09-13,covidregion_1,baseline,1542,235,4754.25,158,26,460.5,1,0,5,1,0,5,31,3.75,101.5,9,0,31,5.28,0,19.305,26331,7029.5,67362.75,1.21399561908477,1.12224510552891,1.32192997767921
2020-09-14,covidregion_1,baseline,1553,234.75,4827.5,162,24,486,1,0,6,1,0,5,32,3.75,98,9,0,33,5.94,0,19.14,26465,7074.5,67775.25,1.22091300691209,1.12346622895413,1.33578503694551
2020-09-15,covidregion_1,baseline,1580,239.75,4911,159,23.75,479.75,1,0,5.25,1,0,5,33,4,100.25,10,0.75,35,5.94,0,20.625,26674,7116,68180,1.22422638146012,1.12726916238303,1.34053470224479
2020-09-16,covidregion_1,baseline,1588,243.25,4974.5,163,27.75,483.5,1,0,6,1,0,5,33,4,104.25,10,0.75,34,5.94,0,20.46,26774,7157,68579.25,1.22383420931319,1.12238388513001,1.34666969500683
2020-09-17,covidregion_1,baseline,1612,256,5051.25,168,27.75,508.25,1,0,6,1,0,6,33,4,108.25,10,1,32.25,5.94,0.66,20.46,26953,7195.5,68996.75,1.21979465558413,1.11808080207261,1.34729490335332
2020-09-18,covidregion_1,baseline,1654,261,5141.25,186,29.5,530.5,1,0,6,1,0,5,35,3.75,110.25,10,1,34,5.94,0.495,19.965,27143,7235.25,69408.75,1.21597822439211,1.11666433679262,1.34371116402939
2020-09-19,covidregion_1,baseline,1721,264.75,5269.75,201,29.75,579.25,1,0,7,1,0,6,36,5,110,10,1,35.25,5.94,0,20.46,27316,7278,69758.5,1.21203887035583,1.11420622171058,1.33860180049782
2020-09-20,covidregion_1,baseline,1794,264.75,5449.5,210,33,626.75,1,0,5,1,0,5,37,4,107.75,10,1,38,5.94,0,21.12,27451,7298.25,70093,1.20832731505174,1.11328908714419,1.33290404685393
2020-09-21,covidregion_1,baseline,1855,277.5,5653.25,220,33,659,1,0,6,1,0,5.25,37,4.75,110.5,10,1,37,5.94,0.66,20.625,27588,7323,70480.5,1.20726401706537,1.11431044296167,1.32766043273117
2020-09-22,covidregion_1,baseline,1941,290.75,5878.75,234,33.75,669.5,1,0,6,1,0,6,38,4,118.5,11,1,38,6.6,0.66,20.46,27732,7351.25,70830,1.20500214021922,1.11185329965113,1.32308504088049
2020-09-23,covidregion_1,baseline,1995,292.75,6062.5,242,36.75,690.5,1,0,6,1,0,6,38,4.75,118.25,11,1,37.25,5.94,0.66,21.12,27947,7381,71098.75,1.2038293499751,1.11319170910245,1.31961918044299
2020-09-24,covidregion_1,baseline,2073,306.5,6300.25,254,36.5,742.75,1,0,6,1,0,6,38,4,121.5,11,1,38.5,5.94,0.66,22.44,28038,7410.25,71576.5,1.20145483517083,1.11175708266537,1.31824602315871
2020-09-25,covidregion_1,baseline,2160,313,6551.5,261,37,774.25,1,0,7,1,0,6,39,4.75,127,11,1,38,6.6,0.495,22.44,28182,7436.5,72046.25,1.19861227969274,1.10780220991865,1.31359857393888
2020-09-26,covidregion_1,baseline,2261,313.5,6811.5,268,37.75,826,1,0,7,1,0,6,40,5,127.5,11,1,39,6.6,0.495,22.605,28340,7465.5,72549.5,1.19506713576035,1.10867897456408,1.30921414556809
2020-09-27,covidregion_1,baseline,2364,334.5,7096,288,42,828.5,1,0,7,1,0,6,43,5,130,11,1,42,6.6,0.66,24.42,28516,7493.5,73075.5,1.19267782711998,1.10618890049042,1.30371320725191
2020-09-28,covidregion_1,baseline,2467,342,7378.75,300,44.5,853,1,0,7,1,0,6.25,45,5,138.25,11,1,39.25,6.6,0,23.925,28658,7525.75,73645.25,1.19247761683775,1.10788479699128,1.30281610783113
2020-09-29,covidregion_1,baseline,2549,354.25,7683.75,311,44.75,890.25,1,0,7,1,0,7,48,5,141.25,12,1,41,6.6,0.66,25.74,28839,7560.5,74200.75,1.19348654880249,1.10989444391119,1.3022655367075
2020-09-30,covidregion_1,baseline,2676,368.25,7973.5,318,44.5,951.25,2,0,6.25,1,0,6,49,5,152,12,1,42.25,7.26,0.66,26.565,29112,7594.25,74771,1.19359879319521,1.10902902712493,1.30010512618505
2020-10-01,covidregion_1,baseline,2768,377.25,8366.5,328,44,982.75,2,0,7,1,0,6,50,5.75,155.25,13,1,41.25,7.26,0.66,25.905,29232,7639.25,75322,1.19227958179985,1.10714424677262,1.29821604752294
2020-10-02,covidregion_1,baseline,2890,398,8683.5,346,54,1005,1,0,8,1,0,7,52,6.75,163.25,13,1,45,7.92,0.66,27.225,29495,7669,75891,1.18896576543099,1.10429996567841,1.29477158634971
2020-10-03,covidregion_1,baseline,3012,424,9008.25,362,50,1049.75,2,0,8,1,0,7,53,7,168.25,14,1,47.25,8.58,0.66,27.885,29840,7703,76527,1.18797354094452,1.10487247321558,1.29217032515425
2020-10-04,covidregion_1,baseline,3147,447.75,9349,382,55,1081.5,2,0,8,2,0,7,57,7.75,174.25,15,1,49,8.58,0.66,28.545,30113,7735.25,77220.5,1.18403047059608,1.10266328219247,1.28960169944553
2020-10-05,covidregion_1,baseline,3256,447.5,9735,391,55,1145.75,2,0,9,2,0,8,60,8,181.5,15,1,51,9.24,0.66,28.545,30340,7777.25,78032.25,1.18113416104507,1.10091401797871,1.28423929769422
2020-10-06,covidregion_1,baseline,3420,464.25,10144.75,413,56,1175.25,2,0,8,2,0,7,63,7.75,188,16,1,56,9.24,0.66,31.68,30665,7815.25,78903.5,1.17863078463084,1.09958622786294,1.28091449229096
2020-10-07,covidregion_1,baseline,3525,486.5,10581.25,433,60.75,1265.75,2,0,9,2,0,8,66,7.75,195.5,17,1,58.25,9.9,0.66,33.33,31031,7861,79634.5,1.17669964929784,1.09870903732196,1.27632324114949
2020-10-08,covidregion_1,baseline,3676,509.5,11013.25,444,60.75,1259.5,2,0,10,2,0,9.25,68,8,202.5,17,1,59.25,9.9,0.66,33.66,31375,7910,80179.75,1.17551663145576,1.09779915586123,1.27330747622841
2020-10-09,covidregion_1,baseline,3829,531.25,11441.5,465,66.75,1339.25,2,0,11,2,0,9,71,8,216,18,1,59.75,10.56,0.66,33.99,31770,7958.25,80760,1.17571993967738,1.10039618001371,1.27201666415179
2020-10-10,covidregion_1,baseline,4006,555,11876.5,472,71.5,1387.25,2,0,10,2,0,8.25,73,8.75,216.25,18,1,64.25,11.22,0.66,35.31,32071,8011.75,81533.25,1.17611346600821,1.10012785647984,1.27162709900689
2020-10-11,covidregion_1,baseline,4167,569.25,12288.5,495,69.5,1387.5,2,0,10,2,0,9,76,9,230.25,19,1,66,11.88,0.66,39.435,32452,8064,82344,1.17560525957287,1.10044209920246,1.26955842516
2020-10-12,covidregion_1,baseline,4332,587,12690,512,67.75,1464.5,2,0,10,2,0,9,82,9,236.5,20,1,70.25,11.88,0.66,41.91,32815,8106.5,83188.25,1.17601020404566,1.10020582443037,1.26816846399322
2020-10-13,covidregion_1,baseline,4489,614,13210.5,536,76.5,1500.5,3,0,11.25,2,0,10,85,10,247.5,21,2,70.25,12.54,0.66,43.89,33090,8173.5,84075.25,1.17534026183962,1.09877255061371,1.26749091177694
2020-10-14,covidregion_1,baseline,4654,635.25,13739.25,554,75.5,1547.75,3,0,11.25,2,0,11,87,10,250.5,22,2,72.25,13.2,1.32,44.385,33405,8228.75,84916.25,1.17390043300524,1.09797303102797,1.26828646228984
2020-10-15,covidregion_1,baseline,4835,660.5,14170,579,84.25,1612.25,3,0,12,3,0,11,92,11,261.75,23,2,74.25,13.2,1.32,47.025,33731,8287.25,85819.5,1.17496798796768,1.09985827751883,1.26845634502865
2020-10-16,covidregion_1,baseline,5029,682.25,14644.25,599,85,1657.75,3,0,12,3,0,11,96,10.75,283,23,2,77.25,13.86,1.32,47.025,34173,8348,87049.25,1.17416487726412,1.09907966770453,1.26801993625133
2020-10-17,covidregion_1,baseline,5200,702,15188.5,616,85.25,1710.25,3,0,13.25,3,0,11.25,100,11,286.5,24,2,78,13.86,1.32,47.685,34776,8419.5,88283.5,1.17202586389687,1.09566222014287,1.26507133510132
2020-10-18,covidregion_1,baseline,5370,735.25,15718.25,641,92,1773,3,0,13,3,0,11,104,11.75,293.5,25,2,85.25,14.52,1.32,49.665,35409,8484,89243,1.17170662681023,1.09754897338735,1.26500924468384
2020-10-19,covidregion_1,baseline,5553,751,16229,668,88.75,1804.25,3,0,13.25,3,0,12,103,13.75,305.75,26,3,85.5,15.18,1.815,51.315,35780,8561.25,90279.75,1.17272637672178,1.0980455893176,1.26460941810939
2020-10-20,covidregion_1,baseline,5757,779.25,16851.75,684,95.5,1902.75,4,0,13,3,0,12,110,12.75,315,27,2.75,86,15.84,1.32,52.305,35934,8642.75,91130.25,1.17158745567534,1.09793265338014,1.26169591635518
2020-10-21,covidregion_1,baseline,5972,801,17462.5,713,100,1955.75,4,0,14,3,0,12,112,12,328,27,2,87,16.5,1.32,53.625,36555,8723.25,92026.5,1.17210121761273,1.0965702687103,1.26207994392351
2020-10-22,covidregion_1,baseline,6196,831.75,18012,733,99.5,1995.75,3,0,14,3,0,13,119,12.75,337,29,3,92.75,17.16,1.98,55.77,36977,8821,93031.75,1.17263395407852,1.09880842954553,1.26334228794258
2020-10-23,covidregion_1,baseline,6390,852.75,18623.75,761,104,2096.75,4,0,15,3,0,14,123,12.75,351.25,30,3,92.75,18.48,1.98,56.925,37622,8911.25,94077.25,1.17178173070431,1.09772087272274,1.26139578612856
2020-10-24,covidregion_1,baseline,6648,880.75,19224,781,112.25,2165,4,0,14,4,0,13.25,128,14.75,361.25,32,3,99.5,19.14,1.98,58.41,38322,8992.75,95226.25,1.16877330376964,1.09533234658084,1.25799539933532
2020-10-25,covidregion_1,baseline,6878,903.5,19844.5,826,108,2163.25,4,0,16,4,0,15,134,14.75,368,33,3,102.25,20.46,1.98,58.905,39125,9087.25,96413.75,1.16694931093032,1.09423446935674,1.2556881358897
2020-10-26,covidregion_1,baseline,7110,941,20528.25,853,111.5,2263.75,4,0,17,4,0,15.25,140,16.75,391.5,35,3,99.25,20.46,1.98,62.04,39811,9175.25,97644.75,1.16397429326529,1.09297827842087,1.25263273410617
